Query,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232
LightScribe,2,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,39.0,45.0,48.0,49.0,53.0,43.0,48.0,55.0,53.0,53.0,75.0,100.0,82.0,81.0,78.0,73.0,64.0,62.0,69.0,80.0,79.0,79.0,80.0,100.0,88.0,84.0,83.0,70.0,70.0,71.0,72.0,74.0,72.0,68.0,78.0,80.0,75.0,68.0,66.0,56.0,55.0,53.0,53.0,55.0,53.0,53.0,52.0,63.0,60.0,52.0,49.0,43.0,47.0,41.0,43.0,43.0,41.0,41.0,44.0,50.0,41.0,40.0,35.0,33.0,31.0,28.0,26.0,29.0,25.0,24.0,25.0,28.0,25.0,23.0,21.0,19.0,18.0,18.0,17.0,17.0,17.0,15.0,16.0,19.0,15.0,14.0,13.0,12.0,11.0,11.0,11.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YouTube App,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,13.0,14.0,13.0,14.0,15.0,17.0,18.0,17.0,17.0,17.0,18.0,19.0,21.0,20.0,23.0,23.0,24.0,30.0,31.0,26.0,25.0,26.0,24.0,28.0,29.0,37.0,90.0,64.0,60.0,56.0,48.0,49.0,45.0,43.0,44.0,46.0,47.0,56.0,52.0,49.0,52.0,56.0,54.0,49.0,51.0,51.0,47.0,48.0,52.0,55.0,58.0,56.0,56.0,66.0,59.0,57.0,56.0,57.0,62.0,62.0,67.0,62.0,69.0,67.0,66.0,72.0,54.0,56.0,54.0,52.0,53.0,50.0,57.0,56.0,62.0,63.0,58.0,69.0,66.0,64.0,58.0,59.0,59.0,60.0,63.0,64.0,63.0,67.0,68.0,76.0,67.0,64.0,64.0,64.0,64.0,69.0,68.0,73.0,75.0,67.0,66.0,65.0,65.0,58.0,63.0,59.0,61.0,65.0,64.0,67.0,66.0,63.0,70.0,76.0,77.0,74.0,82.0,97.0,92.0,94.0,100.0,93.0,88.0,82.0,83.0,83.0,76.0,71.0,72.0,70.0,72.0,70.0,73.0,73.0,71.0,69.0,72.0,71.0,83.0,78.0,75.0,84.0,76.0,76.0,72.0,80.0,78.0,74.0,76.0,72.0,75.0,78.0,75.0,73.0
Facebook App,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,8.0,8.0,7.0,11.0,13.0,18.0,15.0,15.0,16.0,17.0,19.0,21.0,18.0,18.0,18.0,18.0,25.0,27.0,26.0,27.0,38.0,40.0,45.0,43.0,45.0,48.0,46.0,53.0,59.0,61.0,59.0,71.0,60.0,76.0,66.0,64.0,63.0,67.0,69.0,70.0,70.0,80.0,80.0,79.0,85.0,100.0,95.0,86.0,85.0,84.0,78.0,78.0,82.0,80.0,80.0,76.0,79.0,83.0,75.0,82.0,76.0,77.0,69.0,73.0,80.0,97.0,86.0,85.0,74.0,80.0,80.0,74.0,76.0,77.0,73.0,76.0,81.0,82.0,84.0,81.0,81.0,89.0,77.0,73.0,75.0,74.0,74.0,83.0,85.0,87.0,80.0,85.0,81.0,81.0,83.0,81.0,77.0,75.0,82.0,80.0,77.0,76.0,73.0,70.0,64.0,64.0,62.0,60.0,57.0,55.0,53.0,62.0,59.0,54.0,48.0,51.0,50.0,49.0,46.0,43.0,45.0,43.0,49.0,49.0,60.0,49.0,52.0,51.0,52.0,49.0,52.0,48.0,55.0,65.0,64.0,64.0,58.0,56.0,54.0,51.0,47.0,46.0,49.0,44.0,43.0,43.0,46.0,44.0,42.0,41.0,42.0,49.0,42.0,44.0,48.0,47.0,45.0,43.0,46.0,42.0,43.0,44.0,44.0,42.0,38.0,37.0,38.0,37.0,37.0,37.0
IPlayer App,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,13.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,0.0,0.0,2.0,9.0,6.0,3.0,5.0,7.0,6.0,9.0,5.0,12.0,16.0,13.0,12.0,14.0,16.0,22.0,22.0,22.0,17.0,28.0,23.0,36.0,45.0,42.0,43.0,30.0,42.0,51.0,54.0,92.0,56.0,52.0,51.0,51.0,57.0,51.0,48.0,54.0,52.0,71.0,52.0,59.0,60.0,56.0,42.0,50.0,49.0,51.0,68.0,91.0,86.0,100.0,89.0,93.0,61.0,55.0,66.0,73.0,49.0,46.0,56.0,48.0,54.0,62.0,57.0,53.0,54.0,57.0,44.0,45.0,48.0,49.0,51.0,50.0,53.0,53.0,52.0,40.0,36.0,29.0,29.0,29.0,37.0,51.0,65.0,47.0,44.0,54.0,54.0,62.0,53.0,36.0,31.0,41.0,50.0,57.0,35.0,26.0,29.0,53.0,55.0,34.0,26.0,27.0,45.0,45.0,28.0,26.0,32.0,42.0,37.0,31.0,34.0,31.0,28.0,24.0,22.0,33.0,39.0,27.0,28.0,26.0,33.0,30.0,29.0,31.0,26.0,26.0,22.0,27.0,27.0,28.0,35.0,30.0,37.0,40.0,37.0,36.0,30.0,36.0,30.0,28.0,29.0,29.0,30.0,30.0,33.0,35.0,45.0,35.0,28.0,28.0,26.0,39.0,39.0,27.0,28.0,26.0,32.0,33.0,39.0,46.0,34.0,34.0,27.0,34.0,33.0,31.0,34.0,31.0,51.0,41.0,31.0,35.0,25.0,25.0
Google Maps App,0,0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,7.0,7.0,10.0,8.0,10.0,12.0,11.0,12.0,11.0,12.0,13.0,13.0,15.0,17.0,19.0,16.0,17.0,17.0,21.0,18.0,18.0,17.0,18.0,18.0,19.0,22.0,21.0,20.0,20.0,21.0,22.0,19.0,17.0,18.0,20.0,20.0,23.0,26.0,26.0,81.0,59.0,50.0,100.0,62.0,55.0,45.0,35.0,37.0,35.0,44.0,41.0,33.0,31.0,31.0,32.0,30.0,29.0,31.0,36.0,31.0,33.0,35.0,35.0,30.0,31.0,29.0,28.0,29.0,29.0,32.0,32.0,33.0,34.0,36.0,37.0,34.0,33.0,37.0,39.0,36.0,32.0,30.0,35.0,38.0,31.0,40.0,34.0,41.0,29.0,33.0,30.0,33.0,31.0,33.0,37.0,33.0,30.0,35.0,34.0,31.0,29.0,29.0,27.0,28.0,27.0,28.0,28.0,30.0,32.0,30.0,30.0,29.0,27.0,26.0,28.0,31.0,31.0,33.0,34.0,34.0,37.0,38.0,39.0,39.0,36.0,29.0,29.0,32.0,31.0,25.0,24.0,23.0,25.0,29.0,30.0,31.0,25.0,22.0,21.0,22.0,21.0,23.0,23.0,24.0,26.0,28.0,28.0,26.0,25.0,21.0,22.0,26.0,25.0,27.0,29.0,29.0,30.0,31.0,32.0,26.0,26.0,26.0,23.0,26.0,28.0,25.0,27.0
Twitter App,3,0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,9.0,11.0,18.0,30.0,39.0,34.0,41.0,51.0,48.0,39.0,41.0,35.0,39.0,44.0,42.0,43.0,55.0,48.0,39.0,55.0,55.0,63.0,48.0,45.0,47.0,64.0,66.0,71.0,61.0,66.0,73.0,72.0,69.0,69.0,80.0,82.0,83.0,89.0,78.0,79.0,91.0,80.0,89.0,93.0,90.0,100.0,79.0,86.0,93.0,93.0,90.0,86.0,84.0,78.0,80.0,84.0,85.0,73.0,62.0,67.0,71.0,73.0,68.0,61.0,72.0,65.0,63.0,63.0,65.0,82.0,60.0,57.0,64.0,60.0,63.0,61.0,60.0,60.0,62.0,61.0,59.0,61.0,55.0,54.0,52.0,55.0,49.0,52.0,51.0,49.0,50.0,56.0,59.0,58.0,47.0,46.0,45.0,48.0,45.0,46.0,42.0,47.0,48.0,49.0,53.0,46.0,45.0,46.0,41.0,46.0,43.0,45.0,45.0,45.0,43.0,42.0,42.0,46.0,40.0,41.0,39.0,41.0,42.0,35.0,40.0,38.0,47.0,43.0,41.0,46.0,42.0,46.0,41.0,50.0,43.0,48.0,55.0,56.0,55.0,53.0,47.0,54.0,46.0,48.0,40.0,61.0,46.0,40.0,41.0,44.0,43.0,42.0,44.0,40.0,46.0,46.0,39.0,50.0,47.0,48.0,56.0,52.0,40.0,43.0,42.0,52.0,48.0,63.0,46.0,44.0,41.0,42.0,49.0
Ted Kennedy,5,3,4.0,4.0,6.0,4.0,7.0,3.0,4.0,4.0,4.0,2.0,7.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,10.0,6.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,24.0,7.0,3.0,10.0,4.0,3.0,3.0,3.0,13.0,3.0,3.0,2.0,2.0,2.0,4.0,100.0,16.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Twitter Tips,0,8,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,4.0,2.0,2.0,0.0,3.0,2.0,2.0,7.0,11.0,16.0,22.0,23.0,28.0,25.0,29.0,25.0,24.0,22.0,23.0,23.0,27.0,26.0,29.0,30.0,33.0,28.0,30.0,27.0,30.0,26.0,27.0,37.0,36.0,35.0,36.0,37.0,43.0,36.0,47.0,43.0,41.0,42.0,42.0,49.0,48.0,44.0,48.0,45.0,47.0,51.0,46.0,43.0,42.0,42.0,41.0,50.0,45.0,41.0,48.0,45.0,48.0,44.0,44.0,43.0,40.0,37.0,39.0,40.0,39.0,41.0,40.0,36.0,38.0,37.0,38.0,35.0,34.0,32.0,33.0,32.0,36.0,35.0,35.0,34.0,31.0,34.0,34.0,33.0,31.0,28.0,27.0,30.0,29.0,34.0,31.0,28.0,31.0,32.0,26.0,27.0,24.0,26.0,29.0,32.0,33.0,34.0,29.0,28.0,30.0,29.0,28.0,27.0,25.0,25.0,26.0,27.0,28.0,30.0,28.0,23.0,23.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,23.0,24.0,24.0,21.0,20.0,21.0,22.0,22.0,20.0,20.0,19.0,21.0,19.0,34.0,100.0,17.0,24.0,25.0,24.0,23.0,22.0,22.0,23.0,23.0,20.0,20.0,21.0,21.0,18.0,19.0,18.0,20.0,23.0,18.0,19.0,21.0,22.0,21.0,24.0,19.0,18.0,19.0,22.0,16.0,18.0,18.0,16.0,17.0,20.0,28.0,18.0
Gad Elmaleh,12,13,18.0,16.0,8.0,9.0,8.0,5.0,4.0,6.0,11.0,13.0,13.0,12.0,9.0,9.0,6.0,7.0,6.0,5.0,8.0,8.0,20.0,40.0,29.0,20.0,22.0,20.0,14.0,14.0,13.0,19.0,17.0,18.0,18.0,34.0,29.0,20.0,18.0,18.0,21.0,18.0,21.0,20.0,19.0,23.0,28.0,38.0,23.0,18.0,22.0,20.0,15.0,14.0,12.0,15.0,18.0,26.0,100.0,61.0,37.0,33.0,49.0,26.0,21.0,21.0,16.0,18.0,16.0,25.0,27.0,27.0,21.0,25.0,38.0,48.0,33.0,19.0,18.0,18.0,17.0,23.0,22.0,29.0,25.0,19.0,21.0,16.0,13.0,17.0,17.0,20.0,26.0,24.0,19.0,32.0,33.0,21.0,19.0,19.0,16.0,24.0,28.0,17.0,25.0,20.0,23.0,29.0,21.0,28.0,42.0,27.0,23.0,23.0,37.0,31.0,21.0,22.0,19.0,59.0,31.0,26.0,20.0,16.0,15.0,17.0,16.0,16.0,12.0,16.0,49.0,37.0,19.0,20.0,12.0,13.0,27.0,22.0,18.0,14.0,12.0,14.0,17.0,16.0,19.0,23.0,11.0,10.0,10.0,10.0,9.0,9.0,11.0,13.0,20.0,13.0,20.0,12.0,9.0,7.0,7.0,7.0,11.0,9.0,7.0,8.0,9.0,9.0,10.0,9.0,16.0,14.0,6.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,13.0,6.0,17.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,21.0,11.0,5.0,6.0,6.0,9.0,5.0,4.0,4.0,4.0,5.0,5.0,10.0,8.0,6.0,5.0,7.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,7.0,9.0,10.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,19.0,9.0,12.0,8.0,8.0,6.0
Chris Brown,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,7.0,10.0,14.0,18.0,17.0,15.0,14.0,14.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,10.0,15.0,15.0,24.0,27.0,23.0,26.0,29.0,27.0,29.0,28.0,24.0,24.0,24.0,21.0,23.0,21.0,20.0,100.0,32.0,16.0,15.0,15.0,14.0,14.0,13.0,14.0,19.0,21.0,15.0,15.0,14.0,13.0,14.0,17.0,16.0,16.0,15.0,15.0,17.0,18.0,19.0,22.0,56.0,33.0,29.0,31.0,29.0,29.0,26.0,24.0,22.0,22.0,23.0,38.0,28.0,22.0,24.0,41.0,32.0,25.0,31.0,27.0,26.0,27.0,23.0,25.0,18.0,21.0,21.0,18.0,19.0,20.0,16.0,19.0,16.0,17.0,17.0,16.0,19.0,20.0,18.0,18.0,20.0,22.0,22.0,17.0,18.0,21.0,17.0,19.0,24.0,19.0,20.0,21.0,22.0,21.0,18.0,17.0,16.0,22.0,18.0,16.0,15.0,14.0,15.0,14.0,14.0,20.0,15.0,11.0,10.0,11.0,17.0,12.0,11.0,11.0,11.0,12.0,10.0,11.0,8.0,11.0,11.0,9.0,8.0,7.0,11.0,10.0,9.0,9.0,10.0,7.0,6.0,6.0,5.0,6.0,11.0,7.0,5.0,6.0,7.0,9.0,10.0,9.0,8.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,7.0,6.0,5.0,4.0,6.0,6.0,4.0,8.0,6.0,4.0
Megan Fox,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,11.0,57.0,26.0,0.0,18.0,0.0,20.0,15.0,11.0,9.0,0.0,35.0,0.0,0.0,26.0,39.0,0.0,26.0,26.0,33.0,31.0,0.0,30.0,0.0,0.0,0.0,72.0,100.0,0.0,66.0,0.0,66.0,60.0,55.0,43.0,62.0,0.0,54.0,0.0,0.0,40.0,37.0,0.0,43.0,35.0,0.0,0.0,0.0,46.0,0.0,32.0,0.0,30.0,27.0,29.0,35.0,28.0,0.0,31.0,0.0,30.0,29.0,0.0,22.0,26.0,0.0,31.0,33.0,25.0,24.0,0.0,23.0,23.0,22.0,0.0,18.0,17.0,19.0,22.0,19.0,19.0,0.0,16.0,17.0,19.0,26.0,0.0,17.0,0.0,19.0,19.0,19.0,15.0,13.0,14.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,18.0,14.0,15.0,0.0,11.0,0.0,11.0,9.0,10.0,0.0,8.0,9.0,0.0,8.0,9.0,9.0,9.0,8.0,7.0,7.0,0.0,7.0,6.0,7.0,6.0,8.0,6.0,0.0,0.0,0.0,5.0,6.0,8.0,6.0,0.0,0.0,5.0,0.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,6.0,14.0,0.0,11.0,11.0,9.0,0.0,0.0,8.0,0.0,9.0,0.0,9.0,16.0,0.0,0.0,0.0,30.0,18.0,0.0,9.0,20.0,0.0,0.0,0.0,11.0,0.0,8.0,8.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0
Irish Economy 2009,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,92.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,68.0,0.0,45.0,0.0,0.0,0.0,0.0,33.0,0.0,23.0,0.0,0.0,0.0,15.0,44.0,55.0,29.0,33.0,14.0,26.0,21.0,25.0,25.0,24.0,23.0,0.0,0.0,10.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,3.0,8.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Indian Economy 2009,100,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,10.0,8.0,0.0,15.0,0.0,0.0,10.0,6.0,0.0,14.0,0.0,29.0,43.0,51.0,66.0,52.0,86.0,80.0,88.0,83.0,91.0,80.0,88.0,80.0,94.0,72.0,53.0,26.0,22.0,20.0,11.0,12.0,7.0,3.0,0.0,6.0,0.0,3.0,0.0,3.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,13.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
UK Economy 2009,0,100,0.0,23.0,0.0,0.0,0.0,0.0,51.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,5.0,7.0,6.0,19.0,23.0,23.0,15.0,28.0,17.0,10.0,22.0,23.0,19.0,24.0,23.0,16.0,5.0,9.0,5.0,8.0,9.0,0.0,0.0,2.0,3.0,4.0,0.0,7.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
